2000 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	1080 	822 	691 	907 	3520 	5000 	6810 	5380 	2980 	1910 	2250 	1160
2 	1080 	864 	697 	981 	3790 	5080 	6940 	5330 	2850 	1850 	2170 	1140
3 	1070 	888 	704 	1080 	3800 	5110 	7100 	5190 	2760 	1880 	2120 	1130
4 	1060 	891 	713 	1250 	3830 	5260 	7230 	5090 	2740 	2060 	2250 	1100
5 	1060 	866 	703 	1340 	3970 	5540 	7620 	5010 	2750 	2100 	2170 	1100
6 	1010 	828 	694 	1470 	3990 	5760 	8000 	4850 	2770 	2020 	2310 	1060
7 	981 	793 	680 	1580 	3910 	5950 	7820 	4660 	2710 	1900 	2880 	1030
8 	987 	775 	677 	1670 	3810 	6440 	7280 	4500 	2760 	1800 	2850 	1010
9 	1000 	788 	674 	1760 	3680 	7120 	7000 	4410 	2780 	1710 	2590 	977
10 	1030 	801 	678 	1810 	3560 	7530 	6970 	4370 	2800 	1660 	2330 	927
11 	1010 	798 	682 	1830 	3450 	7560 	7010 	4300 	3110 	1610 	2150 	848
12 	973 	794 	683 	1880 	3390 	7540 	6990 	4190 	3480 	1610 	1980 	691
13 	939   	768 	678 	2000 	3350 	7540 	6960 	4010 	3630 	1650 	1800 	623
14 	909 	719 	692 	1980 	3390 	7560 	6920 	3830 	3450 	1670 	1680 	552
15 	867 	700 	714 	1950 	3470 	7450 	6830 	3640 	3340 	1630 	1620 	511
16 	791 	686 	709 	1870 	3560 	7180 	6700 	3480 	3260 	1570 	1570 	491
17 	750 	676 	714 	1810 	3690 	7280 	6610 	3330 	3120 	1570 	1520 	470
18 	707 	671 	716 	1680 	3750 	7510 	6450 	3180 	3040 	1730 	1470 	474
19 	686 	673 	744 	1680 	3990 	7420 	6210 	3050 	2980 	1610 	1420 	558
20 	705 	674 	733 	1700 	4330 	7190 	5940 	2950 	2960 	1830 	1360 	639
21 	696 	675 	683 	1760 	4670 	7330 	5760 	2840 	3110 	1880 	1330 	644
22 	683 	691 	711 	1940 	5120 	7370 	5670 	2770 	3070 	1700 	1310 	701
23 	688 	710 	752 	2140 	5270 	7170 	5700 	2730 	2910 	1770 	1270 	707
24 	716 	720 	768 	2550 	5490 	7020 	5770 	2710 	2720 	2080 	1230 	714
25 	767 	717 	766 	3110 	5820 	6960 	5780 	2740 	2520 	2120 	1210 	739
26 	757 	710 	759 	3280 	5830 	6830 	5790 	2680 	2350 	2450 	1210 	786
27 	788 	696 	789 	3190 	5640 	6670 	5710 	2660 	2210 	2770 	1220 	875
28 	809 	693 	820 	3070 	5410 	6560 	5800 	2690 	2090 	2560 	1220 	887
29 	812 	698 	834 	2940 	5010 	6640 	5790 	2880 	2000 	2350 	1200 	895
30 	810 		846 	3110 	4880 	6720 	5540 	3080 	2000 	2250 	1210 	880
31 	815 		854 		4910 		5430 	3080 		2260 		862 
