1999 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	787 	777 	753 	1290 	5270 	7580 	9090 	7260 	4170 	1870 	1630 	1540
2 	759 	760 	743 	1280 	4990 	7340 	9070 	7650 	3940 	1810 	1550 	1510
3 	766 	776 	730 	1250 	4750 	7290 	9060 	7430 	3770 	1850 	1460 	1530
4 	762 	787 	726 	1220 	4650 	7440 	8920 	6940 	3610 	1880 	1400 	1490
5 	756 	784 	720 	1200 	4630 	7630 	9010 	6480 	3400 	1820 	1350 	1460
6 	780 	788 	714 	1180 	4650 	7760 	9090 	6120 	3240 	1730 	1330 	1430
7 	821 	789 	705 	1170 	4600 	7740 	9170 	5940 	3100 	1630 	1450 	1440
8 	823 	784 	696 	1170 	4490 	7980 	9250 	5900 	2950 	1600 	1490 	1400
9 	795 	773 	690 	1190 	4360 	8470 	9410 	5890 	2890 	1590 	1510 	1350
10 	785 	734 	671 	1220 	4330 	8620 	9600 	5880 	2920 	1540 	1550 	1290
11 	885 	707 	657 	1290 	4330 	8360 	9720 	5830 	2940 	1550 	1600 	1240
12 	886 	695 	654 	1390 	4290 	8040 	9850 	5750 	2880 	1590 	2510 	1310
13 	878 	695 	660 	1470 	4160 	7880 	9770 	5640 	2830 	1650 	2610 	1330
14 	956 	720 	706 	1530 	4030 	7880 	9640 	5460 	2750 	1680 	2430 	1260
15 	1080 	723 	736 	1550 	3990 	8080 	9580 	5260 	2630 	1630 	2380 	1240
16 	982 	717 	720 	1600 	4060 	8800 	9610 	5070 	2490 	1570 	2320 	1400
17 	923 	711 	699 	1670 	4210 	9360 	9550 	4880 	2370 	1530 	2280 	1360
18 	897 	708 	696 	1810 	4330 	9750 	9260 	4710 	2260 	1510 	2420 	1370
19 	887 	706 	696 	2020 	4420 	10200 	9000 	4560 	2160 	1480 	2580 	1270
20 	885 	701 	701 	2280 	4550 	10500 	8540 	4430 	2090 	1440 	2640 	1230
21 	880 	697 	711 	2620 	4740 	10700 	8100 	4290 	2030 	1410 	2500 	1170
22 	875 	697 	662 	3050 	4970 	11000 	7780 	4170 	1970 	1400 	2320 	1110
23 	848 	706 	647 	3550 	5220 	11000 	7620 	4080 	1920 	1380 	2190 	1050
24 	789 	709 	663 	3990 	5590 	10800 	7580 	4010 	1880 	1380 	2120 	980
25 	702 	766 	701 	4310 	6200 	10300 	7540 	3960 	1880 	1460 	2050 	954
26 	665 	763 	760 	4540 	6710 	9880 	7500 	3950 	1900 	1650 	1930 	962
27 	676 	745 	860 	4740 	7140 	9450 	7430 	3890 	1950 	1720 	1810 	961
28 	693 	743 	994 	5110 	7740 	9180 	7310 	3980 	2010 	1700 	1700 	931
29 	744 		1070 	5450 	8220 	9110 	7110 	4360 	2000 	1660 	1590 	889
30 	849 		1140 	5460 	8240 	9090 	6890 	4510 	1950 	1630 	1590 	865
31 	816 		1240 		7910 		6810 	4410 		1650 		865 
