2011 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	829 	843 	745 	1050 	2130 	9480 	8520 	6070 	3130 	2730 	1810 	1450
2 	767 	850 	744 	1120 	2310 	9270 	8970 	6130 	3050 	2530 	1780 	1460
3 	773 	914 	719 	1060 	2330 	9130 	9780 	6170 	2940 	2390 	1810 	1390
4 	801 	1080 	700 	1150 	2400 	9110 	9850 	6230 	2830 	2330 	1770 	1380
5 	837 	1140 	715 	1150 	2680 	9220 	9230 	6200 	2740 	2320 	1680 	1350
6 	844 	1080 	738 	1170 	2920 	9350 	8800 	5760 	2670 	2280 	1580 	1290
7 	872 	1090 	750 	1150 	3100 	9550 	8700 	5340 	2570   	2340 	1500 	1240
8 	873 	1020 	752 	1180 	3290 	9600 	8400 	5180 	2460   	2370 	1410 	1210
9 	857 	970 	745 	1180 	3500 	9690 	8000 	5040 	2420 	2370 	1370 	1160
10 	817 	950 	754 	1190 	3690 	9710 	8030 	4890 	2380 	2360 	1320 	1110
11 	755 	936 	776 	1240 	3930 	9710 	8700 	4680 	2350 	2420 	1390 	1080
12 	766 	976 	768 	1280 	4210 	9590 	9530 	4430 	2330 	2500 	1380 	1040
13 	764 	1010 	781 	1300 	4610 	9570 	9790 	4270 	2300 	2370 	1420 	1050
14 	950 	1010 	828 	1300 	5620 	9440 	9330 	4100 	2250 	2260 	1680 	1030
15 	1010 	1010 	845 	1280 	6250 	9190 	8650 	4010 	2210 	2210 	1720 	1060
16 	1160 	965 	874 	1370 	6280 	8990 	8290 	3900 	2180 	2190 	1640 	1080
17 	1330 	950 	859 	1400 	6050 	8940 	8270 	3750 	2160 	2160 	1580 	1080
18 	1080 	910 	826 	1450 	6080 	8970 	8570 	3660 	2100 	2120 	1510 	1130
19 	950 	864 	818 	1380 	6750 	8880 	8570 	3630 	2070 	2060 	1450 	1160
20 	878 	800 	815 	1360 	7370 	8830 	8250 	3460 	2090 	2050 	1350 	1160
21 	867 	781 	820 	1350 	7690 	8720 	7940 	3310 	2010 	2020 	1190 	1160
22 	872 	791 	821 	1320 	7590 	8890 	7760 	3220 	2010 	2020 	1180 	1180
23 	878 	819 	821 	1330 	7470 	9090 	7650 	3210 	2010 	2070 	1250 	1230
24 	898 	804 	823 	1320 	7700 	9040 	7910 	3180 	2020 	2050 	1190 	1240
25 	929 	770 	821 	1320 	8040   	8850 	8010 	3390 	2070 	1960 	1200 	1240
26 	939 	721 	823 	1380 	8510 	8780 	7630 	3870 	2570 	1950 	1200 	1260
27 	955 	712 	830 	1490 	8790 	8950 	7070 	3930 	3620 	1930 	1810 	1240
28 	963 	753 	844 	1640 	8850 	9000 	6670 	3850 	3460 	1980 	1740 	1350
29 	964 		832 	1820 	9160 	8830 	6430 	3620 	3140 	1980 	1550 	1440
30 	947 		868 	1980 	9460 	8620 	6250 	3420 	2900 	1920 	1490 	1330
31 	890 		1050 		9560 		6120 	3260 		1890 		1260 
