1985 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	610   	740   	779 	925 	2190 	8780 	5350 	3290   	1920 	1740 	2000 	600  
2 	630   	740   	763 	1030 	2180 	8750 	5420 	3290   	1870 	1660 	2180 	602  
3 	658   	730   	797 	1090 	2250 	8760 	5710 	3260   	1830 	1630 	2080 	612  
4 	678   	720   	790 	1050 	2360 	8810 	5920 	3270   	1810 	1570 	1980 	622  
5 	710   	700   	784 	1030 	2710 	8790 	5770 	3350   	1820 	1520 	1840 	648  
6 	738   	680   	790 	1050 	3200 	8840 	5580 	3270   	1880 	1500 	1760 	665  
7 	736   	685   	788 	1120 	3640 	9120 	5480 	3340   	1840 	1460 	1700 	685  
8 	728   	692   	790 	1210 	3710 	9140 	5490 	3390   	1890 	1420 	1640 	712  
9 	754   	678   	786 	1290 	3610 	8740 	5450 	3320   	1990 	1390 	1590 	742  
10 	760   	669 	783 	1400 	3580 	8370 	5280 	3260   	2010 	1370 	1530 	762  
11 	758   	658 	777 	1530 	3600 	7990 	5090 	3290   	1870 	1390 	1440 	780  
12 	760   	670 	776 	1780 	3630 	7670 	5000 	2980   	1730 	1360 	1260 	786  
13 	752   	683 	767 	1900 	3590 	7240 	5000 	2970   	1630 	1370 	1130 	792  
14 	756   	684 	768 	2210 	3500 	6920 	4970 	2980   	1580 	1640 	1030 	800  
15 	756   	745 	764 	2540 	3490 	6890 	4910 	2860   	1540 	1940 	1030 	802
16 	740   	659 	779 	2840 	3660 	6960 	4730 	2830   	1560 	2220 	1100 	803
17 	740   	643 	796 	3060 	4140 	7050 	4490 	2760   	1830 	2460 	1190 	804
18 	760   	672 	778 	3180 	4630 	7180 	4280 	2710   	1950 	2640 	1180 	811
19 	780   	685 	779 	3210 	5080 	7120 	4140   	2680   	2300 	2910 	1090 	816
20 	776   	678 	806 	3130 	5640 	6840 	4060   	2530   	2450 	2760 	990   	821
21 	775   	680 	807 	3040 	6380 	6580 	3990   	2430   	2300 	2570 	920   	816
22 	775   	711 	783 	2870 	7050 	6650 	3920   	2390   	2090 	2470 	835   	809
23 	778   	729 	807 	2760 	7580 	6820 	3910   	2320   	2090 	2460 	792   	802
24 	780   	798 	837 	2620 	8100 	6770 	3890   	2300   	2450 	2430 	755   	793
25 	772   	762 	856 	2440 	8480 	6480 	3920   	2270   	2400 	2450 	720   	793
26 	760   	750 	864 	2340 	9030 	6150 	3920   	2250   	2120 	2350 	690   	780
27 	750   	746 	848 	2490 	9570 	5840 	3880   	2110   	2000 	2450 	660   	749
28 	738   	784 	833 	2390 	9770 	5630 	3810   	2050   	1920 	2290 	645   	738
29 	738   		831 	2300 	9650 	5450 	3690   	2050   	1860 	2080 	625   	733
30 	740   		840 	2260 	9350 	5360 	3530   	2040   	1810 	1980 	610   	731
31 	740   		876 		8890 		3450   	1980 		1900 		714 
