1991 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	742   	929 	1330 	1050 	4410 	6120 	7550 	5160 	3960 	1660 	1130 	1240
2 	725   	1510 	1240 	1100 	4240 	6410 	7700 	4920 	3780 	1650 	1060 	1180
3 	705   	1520 	1180 	1140 	4210 	6540 	8000 	4670 	3920 	1610 	1000 	1170
4 	688   	1500 	1140 	1300 	4240 	6520 	8010 	4400 	4340 	1570 	1030 	1180
5 	680   	2060 	1120 	1400 	4340 	6380 	7790 	4200 	4410 	1530 	1090 	1260
6 	678   	1550 	1080 	1490 	4430 	6290 	7650 	4080 	4080 	1500 	1100 	1370
7 	676   	1330 	1050 	1570 	4520 	6240 	7530 	4050 	3710 	1460 	1100 	1220
8 	674   	1300 	1100 	1650 	4600 	6110 	7320 	4070 	3350 	1410 	1190 	1270
9 	672   	1340 	1150 	1670 	4670 	6060 	7040 	4170 	3120 	1360 	1240 	1440
10 	692   	1350 	1150 	1710 	4780 	6290 	6740 	4440 	2990 	1310 	1270 	1390
11 	840   	1400 	1130 	1710 	5010 	6810 	6450 	4680 	2930 	1290 	1380 	1300
12 	980 	1410 	1110 	1700 	5290 	6810 	6240 	4760 	2830 	1280 	1550 	1270
13 	1160 	1490 	1090 	1710 	5470 	6890 	6220 	4910 	2710 	1430 	1530 	1220
14 	1080 	1470 	1060 	1700 	5720 	7270 	6160 	4960 	2600 	1700 	1520 	1170
15 	1080 	1590 	1040 	1760 	6020 	7470 	6110 	4910 	2490 	1590 	1490 	1090
16 	1020 	1600 	1040 	1930 	6360 	7290 	6120 	4860 	2430 	1550 	1530 	1040
17 	1000 	1510 	1040 	2170 	6530 	7000 	6180 	4810 	2400 	1520 	1630 	965
18 	1020 	1560 	1030 	2430 	6460 	6710 	6140 	4780 	2330 	1700 	1570 	892
19 	1000 	1750 	975 	2750 	6590 	6640 	5960 	4700 	2260 	1790 	1580 	892
20 	976 	2220 	1020 	3000 	6800 	6790 	5790 	4600 	2230 	1710 	1720 	904
21 	944 	2310 	1010 	3470 	7080 	6860 	5670 	4500 	2170 	1670 	1670 	914
22 	920 	1880 	1010 	3760 	7530 	6970 	5530 	4410 	2090 	1600 	1560 	943
23 	904 	1690 	981 	4140 	7810 	7140 	5380 	4310 	2040 	1610 	1490 	910
24 	907 	1590 	966 	4490 	7780 	7400 	5210 	4150 	1980 	1840 	1450 	904
25 	915 	1530 	961 	4730 	7450 	7620 	5070 	3820 	1890 	1990 	1570 	956
26 	920 	1460 	946 	4940 	7000 	7640 	4960 	3510 	1840 	1890 	1450 	1010
27 	901 	1410 	960 	5170 	6520 	7650 	4950 	3310 	1770 	1730 	1370 	1030
28 	877 	1370 	967 	5260 	6220 	7800 	5110 	3200 	1730 	1560 	1330 	1050
29 	846 		973 	5080 	6060 	7770 	5250 	3150 	1710 	1430 	1280 	1040
30 	835 		980 	4730 	5980 	7670 	5300 	3560 	1690 	1320 	1270 	1040
31 	826 		999 		5940 		5290 	4150 		1190 		1040 
