1987 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	952 	928 	860 	1260 	3230 	5430 	4910 	3400 	1950 	1330 	1080 	1040  
2 	915 	898 	842 	1300 	3540 	5480 	5000 	3360 	1970 	1300 	1930 	1020  
3 	932 	866 	933 	1360 	4250 	5340 	5110 	3350 	1980 	1270 	2070 	1000  
4 	947 	850 	1190 	1430 	5210 	5250 	5180 	3800 	1950 	1250 	1900 	960  
5 	933 	858 	1270 	1510 	5660 	5200 	5240 	4510 	1950 	1230 	1650 	1000  
6 	887 	880 	1330 	1680 	5560 	5060 	5210 	4320 	1970 	1240 	1480 	1000  
7 	838 	869 	1230 	1900 	5490 	5010 	5070 	3970 	1950 	1260 	1380 	1010  
8 	806 	853 	1220 	2270 	5570 	5330 	4980 	3870 	1900 	1270 	1310 	1020  
9 	798 	856 	1280 	2500 	5630 	5820 	4830 	3750 	1850 	1260 	1270 	970  
10 	812 	867 	1370 	2630 	5830 	6170 	4680 	3590 	1810 	1210 	1210 	1040  
11 	981 	894 	1500 	2730 	6140 	6180 	4570 	3430 	1780 	1160 	1140 	1020  
12 	1650 	932 	1560 	2660 	6800 	6390 	4430 	3320 	1740 	1120 	1150 	1020  
13 	1340 	958 	1550 	2580 	6480 	6650 	4230 	3240 	1730 	1080 	1120 	1010  
14 	1130 	997 	1530 	2560 	6300 	6680 	4060 	3170 	1730 	1040 	1100 	900  
15 	1010 	1030 	1470 	2610 	6360 	6860 	3940 	3060 	1750 	970 	1080 	806  
16 	981 	1060 	1410 	2740 	6120 	7180 	3830 	2940 	1730 	981 	1070 	740  
17 	1080 	1080 	1400 	2890 	5830 	7140 	3740 	2820 	1700 	949 	1060 	687  
18 	1330 	1080 	1380 	2900 	5560 	6800 	3700 	2710 	1670 	933 	1040 	720  
19 	1270 	1070 	1360 	2790 	5210 	6490 	3630 	2610 	1630 	912 	1010 	700  
20 	1140 	1060 	1360 	2630 	4900 	6230 	3510 	2550 	1580 	897 	980 	698  
21 	1040 	1030 	1350 	2450 	4670 	5960 	3330 	2500 	1520 	888 	979 	693  
22 	1010 	1010 	1340 	2320 	4500 	5760 	3220 	2400 	1470 	868 	980   	687  
23 	989 	982 	1330 	2200 	4400 	5690 	3210 	2350 	1410 	851 	990   	622
24 	975 	949 	1310 	2170 	4280 	5810 	3230 	2390 	1360 	834 	990   	598  
25 	936 	914 	1300 	2150 	4240 	5870 	3260 	2350 	1350 	825 	1090   	594  
26 	909 	892 	1280 	2130 	4230 	5690 	3260 	2270 	1380 	788 	1100   	599  
27 	889 	887 	1300 	2180 	4280 	5320 	3270 	2160 	1370 	794 	1100   	592  
28 	911 	876 	1280 	2410 	4340 	4950 	3290 	2090 	1370 	781 	1070   	615  
29 	901 		1280 	2630 	4410 	4780 	3360 	2040 	1360 	779 	1050   	616  
30 	896 		1260 	2830 	4720 	4790 	3450 	2000 	1350 	789 	1040   	592  
31 	933 		1250 		5130 		3450 	1990 		810 		572   
