2001 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	843 	660 	498 	614 	3400 	6670 	4970 	5190 	2810 	2070 	1470 	938
2 	843 	666 	496 	663 	3390 	6620 	5140 	5080 	2740 	2000 	1400 	870
3 	846 	675 	513 	608 	3170 	6060 	5220 	4880 	2650 	1860 	1320 	818
4 	862 	677 	529 	596 	2970 	6090 	5250 	4740 	2690 	1710 	1310 	792
5 	1100 	685 	480 	601 	2880 	6750 	5160 	4630 	2810 	1600 	1340 	779
6 	1010 	663 	478 	610 	2780 	6940 	5000 	4730 	2740 	1510 	1290 	808
7 	904 	648 	499 	627 	2930 	6540 	4870 	4870 	2610 	1440 	1310 	812
8 	854 	613 	496 	652 	3100 	6180 	4860 	4930 	2400 	1370 	1370 	898
9 	837 	602 	508 	670 	3050 	6220 	4810 	4800 	2200 	1320 	1350 	1010
10 	826 	603 	499 	692 	2890 	6200 	4670 	4550 	2230 	1270 	1270 	1030
11 	812 	608 	495 	709 	2880 	6130 	4560 	4330 	2220 	1260 	1210 	1050
12 	822 	608 	496 	731 	2900 	6150 	4490 	4120 	2120 	1270 	1240 	1040
13 	801 	599 	521 	769 	2880 	6100 	4460 	3930 	1990 	1330 	1540 	1100
14 	759 	580 	518 	788 	2840 	5830 	4450 	3790 	1840 	1440 	1950 	1130
15 	734 	577 	514 	776 	2910 	5500 	4400 	3660 	1770 	1440 	2150 	1050
16 	725 	560 	504 	782 	2940 	5370 	4290 	3580 	1710 	1490 	2410 	1220
17 	714 	525 	503 	867 	3070 	5270 	4200 	3520 	1640 	1470 	2040 	1410
18 	710 	514 	516 	996 	3240 	5300 	4180 	3460 	1600 	1380 	1900 	1150
19 	710 	521 	628 	1070 	3400 	5260 	4120 	3400 	1560 	1390 	1900 	1030
20 	685 	522 	620 	1260 	3420 	5130 	4320 	3340 	1560 	1350 	2130 	1010
21 	680 	528 	567 	1380 	3390 	5120 	5440 	3290 	1550 	1330 	2080 	932
22 	670 	520 	573 	1490 	3480 	5100 	6750 	3290 	1530 	1430 	1910 	882
23 	684 	519 	555 	1590 	3770 	5110 	7140 	3490 	1500 	1630 	1790 	859
24 	676 	522   	550 	1730 	4150 	5130 	6890 	3380 	1500 	1470 	1690 	833
25 	642   	519 	550 	1930 	4280 	5370 	6320 	3130 	1560 	1400 	1640 	764
26 	612   	511 	582 	2090 	4490 	5480 	5910 	3050 	1590 	1420 	1580 	756
27 	600   	505 	571 	2370 	4900 	5360 	5660 	3170 	1610 	1600 	1490 	749
28 	572   	512 	586 	2750 	5290 	5220 	5470 	3280 	1640 	1470 	1400 	732
29 	581   		587 	2920 	5450 	5060 	5220 	3160 	1720 	1380 	1320 	728
30 	629 		620 	3140 	5710 	4930 	5020 	2960 	1950 	1350 	1130 	741
31 	631 		584 		6200 		5090 	2830 		1540 		730 
