2000 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	6.72 	24.6 	15.0   	9.65 	16.6 	8.65 	3.77 	2.58 	2.05 	0.997 	7.04 	31.9
2 	6.20 	33.9 	22.0   	12.4 	15.1 	8.49 	3.32 	2.53 	2.01 	0.889 	6.02 	50.7
3 	5.77 	20.6 	18.0   	14.2 	17.0 	8.90 	3.18 	1.93 	2.00 	0.814 	5.25 	25.5
4 	13.8 	15.5 	15.0   	16.0 	14.5 	9.96 	2.94 	1.75 	1.95 	0.748 	12.5 	16.4
5 	13.5 	12.4 	13.0   	12.9 	12.3 	11.0 	2.80 	2.02 	1.93 	0.731 	12.2 	12.7
6 	11.1 	10.5 	11.2   	10.7 	10.5 	11.1 	2.63 	2.50 	1.86 	0.691 	10.7 	10.5
7 	9.69 	14.7 	9.80   	9.08 	9.42 	10.1 	2.49 	2.45 	1.83 	0.952 	9.14 	9.21
8 	15.1 	28.2 	9.00   	8.40 	8.56 	8.19 	2.47 	2.41 	1.83 	1.03 	8.36 	8.10
9 	15.1 	38.4   	8.50   	9.21 	8.02 	7.89 	2.99 	2.48 	2.02   	1.02 	8.01 	7.21
10 	12.6 	33.0   	8.00   	10.9 	7.54 	7.08 	2.62 	2.50 	2.20   	1.02 	7.10 	6.36
11 	10.6 	28.0   	9.00   	12.0 	7.72 	6.68 	2.43 	2.49 	2.08   	0.980 	6.21 	5.61
12 	9.10 	21.0   	10.2   	13.7 	7.98 	19.2 	2.23 	2.63 	1.92   	0.964 	5.49 	4.94
13 	8.59 	17.0   	12.0   	14.7 	7.39 	14.9 	2.15 	2.57 	1.81   	0.932 	5.09 	4.51
14 	8.83 	14.0   	13.5   	14.7 	7.79 	12.8 	2.09 	2.50 	1.73 	0.937 	4.58 	4.31
15 	9.86 	12.0   	13.6   	12.3 	9.37 	11.6 	1.97 	2.47 	1.69 	0.952 	3.80 	4.01
16 	10.1 	11.0   	13.8   	10.6 	11.5 	9.93 	1.85 	2.38 	1.63 	1.67 	4.06 	19.6
17 	13.9 	9.50   	14.0   	9.45 	12.7 	9.17 	1.77 	2.38 	1.60 	18.9 	3.74 	31.3
18 	13.5 	8.50   	16.0   	8.81 	11.3 	9.44 	1.76 	2.35 	1.57 	30.1 	3.40   	18.2
19 	11.1 	7.70   	19.5   	8.70 	12.2 	8.13 	1.79 	2.31 	1.52 	15.2 	3.20   	14.0
20 	9.61 	7.20   	18.0   	8.15 	12.6 	7.09 	1.79 	2.36 	1.51 	73.9 	2.70   	11.5
21 	9.13 	6.50   	16.0   	9.38 	12.7 	6.72 	1.84 	2.27 	1.46 	24.0 	2.44 	9.89
22 	8.62 	9.10   	18.0   	12.7 	13.1 	6.26 	1.81 	2.23 	1.36 	13.3 	2.21 	9.55
23 	8.21 	16.0   	19.0   	10.6 	9.72 	5.70 	1.95 	2.20 	1.30 	9.70 	3.43 	9.87
24 	7.88 	15.5   	17.0   	8.70 	8.51 	5.27 	1.74 	2.16 	1.27 	7.57 	4.99 	11.1
25 	7.27 	13.0   	13.5   	7.72 	7.87 	5.14 	1.76 	2.17 	1.23 	6.14 	9.47 	12.2
26 	6.84 	10.6   	11.0   	8.59 	7.74 	5.08 	1.77 	2.13 	0.953 	5.13 	26.0 	22.4
27 	6.27 	10.7   	9.00   	7.87 	11.8 	5.55 	2.65 	2.10 	0.731 	4.47 	24.5 	42.5
28 	5.93 	11.0   	9.40   	11.1 	13.6 	5.71 	7.16 	2.03 	0.665 	9.91 	14.7 	24.1
29 	5.68 	12.3   	9.12   	12.0 	11.3 	5.15 	5.35 	2.08 	0.735 	13.4 	11.7 	16.5
30 	5.33 		8.69 	11.7 	10.7 	4.15 	3.02 	2.05 	0.980 	10.4 	23.4 	13.5
31 	5.36 		8.17 		9.51 		2.32 	2.04 		8.44 		12.5 
