1984 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	13.7 	14.3 	24.1 	6.49 	6.62 	10.2 	4.04 	1.38 	0.418 	0.610 	4.11 	13.7
2 	45.5 	8.39 	20.0 	6.12 	9.99 	8.23 	4.71 	1.29 	0.418 	0.617 	22.0 	11.1
3 	71.3 	7.35 	15.5 	5.65 	7.91 	7.60 	4.49 	1.16 	0.418 	0.583 	88.8 	8.88
4 	269 	6.62 	12.8 	6.37 	6.74 	8.88 	4.56 	1.07 	0.418 	0.617 	88.8 	7.35
5 	93.2 	6.12 	10.7 	5.53 	5.88 	8.07 	5.00 	0.930 	0.447 	1.56 	46.1 	6.37
6 	43.6 	5.88 	9.81 	5.30 	5.53 	8.39 	4.41 	1.07 	0.750 	1.56 	28.2 	5.77
7 	28.9 	5.88 	10.4 	5.23 	5.15 	7.91 	3.82 	1.02 	0.683 	6.86 	28.2 	34.9
8 	37.7 	14.4 	10.7 	6.74 	6.49 	8.54 	3.37 	0.885 	0.583 	77.3 	26.4 	69.3
9 	28.0 	28.2 	11.7 	6.12 	8.70 	7.35 	3.37 	0.885 	0.617 	86.4 	19.8 	32.3
10 	36.5 	36.3 	13.5 	10.7 	8.23 	6.62 	3.45 	0.885 	0.650 	83.2 	18.3 	25.3
11 	28.9 	27.2 	14.1 	12.4 	9.25 	6.25 	2.98 	0.885 	0.583 	36.0 	23.2 	18.5
12 	21.8 	48.8 	13.1 	20.2 	17.7 	7.23 	3.24 	0.750 	0.617 	22.2 	23.9 	15.2
13 	17.3 	44.3 	12.8 	21.2 	13.7 	9.07 	2.98 	0.750 	0.650 	70.1 	66.5 	11.7
14 	13.9 	27.8 	12.4 	24.5 	13.9 	10.9 	2.73 	0.683 	0.930 	30.3 	33.2 	82.8
15 	10.7 	22.8 	11.1 	24.3 	13.7 	9.99 	2.48 	0.683 	0.840 	19.6 	21.8 	51.8
16 	8.88 	19.1 	10.4 	24.5 	11.5 	8.70 	2.67 	0.617 	0.930 	13.7 	16.3 	27.4
17 	7.23 	15.2 	14.2 	17.5 	9.99 	6.49 	3.11 	0.583 	4.11 	9.99 	12.6 	19.6
18 	5.77 	13.1 	18.1 	13.5 	8.88 	5.42 	2.73 	0.550 	4.26 	7.35 	23.2 	13.9
19 	5.88 	12.0 	20.8 	11.8 	13.9 	4.93 	2.42 	0.550 	3.45 	5.88 	22.8 	11.3
20 	5.00 	137 	28.0 	9.81 	30.9 	6.12 	2.10 	0.520 	2.35 	4.93 	29.5 	9.25
21 	5.08 	46.2 	51.8 	8.54 	20.0 	6.86 	2.10 	0.520 	1.79 	4.41 	20.4 	7.76
22 	18.3 	27.0 	29.5 	9.81 	14.8 	7.35 	1.92 	0.520 	1.92 	3.89 	15.3 	6.86
23 	13.5 	21.4 	27.6 	10.7 	18.9 	6.37 	1.79 	0.506 	1.56 	3.52 	75.7 	6.00
24 	14.8 	18.3 	22.4 	8.23 	16.5 	6.98 	1.83 	0.491 	1.38 	3.74 	37.7 	5.30
25 	34.9 	16.7 	18.8   	6.98 	14.2 	6.49 	1.92 	0.491 	1.20 	4.11 	24.1 	5.00
26 	23.9 	13.9 	15.4   	6.12 	30.9 	5.65 	2.01 	0.462 	1.02 	7.23 	17.9 	4.78
27 	19.6 	15.0 	13.1 	5.53 	25.5 	7.11 	1.92 	0.462 	0.930 	6.25 	16.3 	4.41
28 	20.6 	20.6 	11.7 	5.23 	20.2 	5.65 	1.70 	0.447 	0.885 	5.42 	19.8 	4.19
29 	21.0 	24.3 	9.44 	5.23 	19.6 	5.65 	1.43 	0.447 	0.795 	5.00 	16.9 	3.97
30 	15.7 		8.07 	5.30 	18.9 	4.78 	1.43 	0.432 	0.683 	4.71 	17.1 	3.74
31 	12.4 		7.11 		13.1 		1.38 	0.418 		4.41 		3.17 
