1980 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	68.5 	5.72 	36.6 	6.90 	9.69 	5.51 	4.58 	1.14 	0.738 	4.58 	70.9 	26.0
2 	44.4 	33.8 	28.7 	6.00 	12.0 	4.76 	4.03 	1.11 	0.767 	3.10 	45.6 	19.7
3 	40.4 	87.4 	19.0 	5.68 	9.84 	4.03 	3.67 	1.08 	0.750 	2.45 	19.7 	15.3
4 	31.3 	56.1 	15.8 	5.52 	8.17 	4.49 	10.9 	1.02 	0.767 	1.93 	33.2 	12.5
5 	19.5 	36.3 	13.2 	5.92 	10.3 	4.40 	7.26 	1.02 	0.750 	1.57 	18.4 	10.1
6 	14.5 	35.5 	10.6 	11.4 	12.7 	4.40 	6.96 	1.02 	0.750 	1.48 	177 	8.96
7 	12.1 	39.5 	9.40 	9.85 	9.84 	4.21 	5.86 	0.985 	0.783 	1.32 	118 	7.26
8 	10.6 	31.2 	8.35 	9.15 	7.87 	5.31 	4.94 	0.892 	0.985 	1.26 	78.2 	6.86
9 	9.15 	22.5 	7.25 	19.5 	7.56 	11.6 	4.40 	0.861 	0.861 	1.20 	58.5 	6.42
10 	8.35 	17.6 	6.90 	30.6 	6.66 	8.62 	3.94 	0.831 	0.800 	1.17 	37.0 	100
11 	7.45 	14.9 	9.45 	17.1 	8.02 	10.4 	3.85 	0.800 	0.750 	1.14 	24.0 	193
12 	29.9 	12.8 	8.15 	12.9 	9.84 	9.08 	3.85 	0.767 	0.738 	1.20 	16.6 	70.5
13 	44.4 	11.1 	10.7 	12.4 	8.47 	8.02 	3.48 	0.767 	0.725 	1.26 	13.2 	33.7
14 	31.3 	9.60 	11.7 	13.9 	7.11 	6.50 	3.30 	0.767 	0.700 	1.42 	10.3 	37.2
15 	29.9 	8.40 	11.1 	29.1 	6.20 	5.86 	3.04 	0.750 	0.683 	1.39 	9.09 	44.8
16 	44.6 	7.55 	10.2 	18.8 	5.31 	5.40 	3.04 	0.750 	0.667 	1.29 	7.78 	30.6
17 	32.0 	6.95 	11.4 	14.6 	4.94 	4.94 	2.78 	0.738 	0.650 	1.17 	8.83 	20.6
18 	18.8 	9.45 	27.8 	27.6 	5.13 	4.58 	2.52 	0.985 	0.650 	1.11 	9.75 	14.9
19 	14.1 	43.0 	16.6 	88.0 	5.74 	4.03 	2.39 	0.783 	0.633 	1.11 	25.0 	11.7
20 	21.6 	30.6 	15.5 	40.9 	6.20 	3.67 	2.45 	0.750 	1.20 	1.11 	17.7 	9.62
21 	10.2 	17.7 	15.9 	27.6 	8.78 	3.57 	2.32 	0.738 	1.23 	1.20 	84.1 	11.7
22 	9.05 	13.3 	15.4 	17.3 	5.97 	3.48 	2.12 	0.713 	1.11 	1.26 	37.5 	32.1
23 	8.60 	11.2 	14.1 	13.5 	4.85 	3.24 	1.86 	0.713 	0.985 	1.23 	22.9 	25.2
24 	9.95 	9.75 	11.9 	12.7 	4.40 	3.10 	1.73 	0.713 	0.954 	1.17 	15.9 	25.2
25 	9.60 	11.2 	10.1 	11.0 	3.94 	3.30 	1.60 	0.683 	0.923 	1.48 	12.9 	41.1
26 	7.60 	67.2 	8.85 	10.1 	3.85 	10.6 	1.54 	0.683 	0.831 	2.52 	10.4 	393
27 	5.80 	73.6 	7.85 	9.99 	4.94 	10.9 	1.45 	1.08 	0.831 	2.06 	138 	262
28 	4.95 	79.1 	7.15 	12.3 	7.72 	8.32 	1.39 	0.800 	0.800 	1.80 	47.7 	77.4
29 	4.74 	52.4 	10.5 	11.0 	5.74 	6.50 	1.35 	0.750 	5.04 	1.67 	42.7 	40.0
30 	4.80 		8.45 	9.53 	5.63 	5.31 	1.26 	0.738 	8.17 	1.54 	39.1 	29.9
31 	5.72 		7.55 		5.51 		1.20 	0.713 		1.60 		35.3 
